tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,budget,openingweekend,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0240510,movie,The Four Feathers,The Four Feathers,0,2002,\N,132,35000000.0,6857879.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0240772,movie,Oceans Eleven,Oceans Eleven,0,2001,\N,116,85000000.0,38107822.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0241303,movie,Chocolat,Chocolat,0,2000,\N,121,25000000.0,3093590.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0241527,movie,Harry Potter and the Sorcerers Stone,Harry Potter and the Sorcerers Stone,0,2001,\N,152,125000000.0,90294621.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0242587,movie,L.I.E.,L.I.E.,0,2001,\N,97,700000.0,82530.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0242653,movie,The Matrix Revolutions,The Matrix Revolutions,0,2003,\N,129,150000000.0,48475154.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0242998,movie,Valentine,Valentine,0,2001,\N,96,10000000.0,10024648.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
tt0243133,movie,The Man Who Wasnt There,The Man Who Wasnt There,0,2001,\N,116,20000000.0,664404.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0243415,movie,Mercy Streets,Mercy Streets,0,2000,\N,106,600000.0,2347.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0243585,movie,Stuart Little 2,Stuart Little 2,0,2002,\N,77,120000000.0,15115152.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0244094,movie,Never Again,Never Again,0,2001,\N,98,500000.0,33088.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0244479,movie,Dark Blue World,Tmavomodrý svet,0,2001,\N,112,5000000.0,10634.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0244709,movie,Pavilion of Women,Pavilion of Women,0,2001,\N,116,5000000.0,16368.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0245120,movie,The Forsaken,The Forsaken,0,2001,\N,90,15000000.0,3020159.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt0245341,movie,P.S. Your Cat Is Dead!,P.S. Your Cat Is Dead!,0,2002,\N,92,2000000.0,11241.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0245562,movie,Windtalkers,Windtalkers,0,2002,\N,134,115000000.0,14520412.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0245574,movie,Y Tu Mamá También,Y tu mamá también,0,2001,\N,106,2000000.0,408091.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0245674,movie,Thir13en Ghosts,Thir13en Ghosts,0,2001,\N,91,42000000.0,15165355.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0255094,movie,The Circle,Dayereh,0,2000,\N,90,10000.0,22360.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0255589,movie,The Isle,Seom,0,2000,\N,90,1000000.0,4546.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0255819,movie,Baby Boy,Baby Boy,0,2001,\N,130,16000000.0,8606403.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0256009,movie,The Devils Backbone,El espinazo del diablo,0,2001,\N,106,4500000.0,34963.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0256276,movie,Possession,Possession,0,2002,\N,102,25000000.0,1575214.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
tt0256380,movie,Shallow Hal,Shallow Hal,0,2001,\N,114,40000000.0,22518295.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0256415,movie,Sweet Home Alabama,Sweet Home Alabama,0,2002,\N,108,38000000.0,35648740.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0257106,movie,Scary Movie 2,Scary Movie 2,0,2001,\N,83,45000000.0,20503356.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0257360,movie,About Schmidt,About Schmidt,0,2002,\N,125,30000000.0,282367.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0258038,movie,Pootie Tang,Pootie Tang,0,2001,\N,81,7000000.0,1506233.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0258967,movie,The Unsaid,The Unsaid,0,2001,\N,111,22000000.0,43641.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0260414,movie,Taking Sides,Taking Sides,0,2001,\N,108,20000000.0,22051.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
tt0273108,movie,The Beautiful Country,The Beautiful Country,0,2004,\N,137,6000000.0,25900.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0273923,movie,Orange County,Orange County,0,2002,\N,82,18000000.0,15053226.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0275022,movie,Crossroads,Crossroads,0,2002,\N,93,12000000.0,17014226.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0276033,movie,The Country Bears,The Country Bears,0,2002,\N,88,35000000.0,5309675.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0339638,movie,Screen Door Jesus,Screen Door Jesus,0,2003,\N,119,3000000.0,6040.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0401385,movie,Say Uncle,Say Uncle,0,2005,\N,91,650000.0,2485.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0401792,movie,Sin City,Sin City,0,2005,\N,124,40000000.0,29120273.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0459468,movie,My Mexican Shivah,Morirse está en Hebreo,0,2007,\N,98,1500000.0,7961.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0459748,movie,Generation P,Generation P,0,2011,\N,112,7000000.0,6724.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0460484,movie,Kiltro,Kiltro,0,2006,\N,93,1000000.0,63037.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0460780,movie,In the Name of the King: A Dungeon Siege Tale,In the Name of the King: A Dungeon Siege Tale,0,2007,\N,127,60000000.0,2984524.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0460975,movie,Unidentified,Unidentified,0,2006,\N,85,600000.0,15915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0462200,movie,Black Snake Moan,Black Snake Moan,0,2006,\N,116,15000000.0,4143199.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0462229,movie,Code Name: The Cleaner,Code Name: The Cleaner,0,2007,\N,84,20000000.0,4244142.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0462244,movie,Daddy Day Camp,Daddy Day Camp,0,2007,\N,89,6000000.0,3402678.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0462338,movie,The Hoax,The Hoax,0,2006,\N,116,25000000.0,1449320.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0462395,movie,Larry the Cable Guy: Health Inspector,Larry the Cable Guy: Health Inspector,0,2006,\N,89,4000000.0,6922767.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0462396,movie,The Last Legion,The Last Legion,0,2007,\N,102,35000000.0,2746312.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0462485,movie,Poultrygeist: Night of the Chicken Dead,Poultrygeist: Night of the Chicken Dead,0,2006,\N,103,500000.0,10700.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
tt0462538,movie,The Simpsons Movie,The Simpsons Movie,0,2007,\N,87,75000000.0,74036787.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0464154,movie,Piranha 3D,Piranha 3D,0,2010,\N,88,24000000.0,10106872.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt0465440,movie,Disappearances,Disappearances,0,2006,\N,118,1500000.0,32764.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0800069,movie,The Hills Have Eyes II,The Hills Have Eyes II,0,2007,\N,89,15000000.0,9686362.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt0804497,movie,Its Kind of a Funny Story,Its Kind of a Funny Story,0,2010,\N,101,8000000.0,2013406.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0811106,movie,The Ten,The Ten,0,2007,\N,96,5250000.0,121374.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0822388,movie,Home,Home,0,2008,\N,84,500000.0,3922.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0902982,movie,The Harimaya Bridge,The Harimaya Bridge,0,2009,\N,120,2000000.0,1226.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0918629,movie,Iron Ridge,Iron Ridge,0,2008,\N,84,150000.0,14720.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0970179,movie,Hugo,Hugo,0,2011,\N,126,150000000.0,11364505.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0970184,movie,Operation Homecoming: Writing the Wartime Experience,Operation Homecoming: Writing the Wartime Experience,0,2007,\N,81,1200000.0,4516.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0970411,movie,City of Ember,City of Ember,0,2008,\N,90,55000000.0,3129473.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0970416,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,2008,\N,104,80000000.0,30480153.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
tt0970866,movie,Little Fockers,Little Fockers,0,2010,\N,98,100000000.0,30833665.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0971209,movie,A Perfect Getaway,A Perfect Getaway,0,2009,\N,98,14000000.0,5948555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0972558,movie,Dark Planet,Obitaemyy ostrov,0,2009,\N,115,29500000.0,18571.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0972883,movie,Red,Red,0,2008,\N,93,2500000.0,3176.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0974554,movie,Elegy,Elegy,0,2008,\N,112,13000000.0,104168.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0976025,movie,Certifiably Jonathan,Certifiably Jonathan,0,2007,\N,85,1200000.0,7826.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0976222,movie,Bandslam,Bandslam,0,2009,\N,111,20000000.0,2231273.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0976238,movie,Old Dogs,Old Dogs,0,2009,\N,88,35000000.0,16894511.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0978759,movie,Frozen River,Frozen River,0,2008,\N,97,1000000.0,70234.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0978764,movie,Sucker Punch,Sucker Punch,0,2011,\N,110,82000000.0,19058199.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0980970,movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,2010,\N,113,155000000.0,24005069.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0981072,movie,The Lucky Ones,The Lucky Ones,0,2008,\N,115,15000000.0,183088.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0981227,movie,Nick and Norahs Infinite Playlist,Nick and Norahs Infinite Playlist,0,2008,\N,90,9000000.0,11311751.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0983193,movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,\N,107,135000000.0,9720993.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0984200,movie,Incendiary,Incendiary,0,2008,\N,96,10000000.0,30173.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
tt0984210,movie,Multiple Sarcasms,Multiple Sarcasms,0,2010,\N,97,2500000.0,16025.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0985694,movie,Machete,Machete,0,2010,\N,105,10500000.0,14102888.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0985699,movie,Valkyrie,Valkyrie,0,2008,\N,121,75000000.0,21027007.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0986263,movie,Surrogates,Surrogates,0,2009,\N,89,80000000.0,14902692.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tt0988047,movie,Traitor,Traitor,0,2008,\N,114,22000000.0,10006327.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0988595,movie,27 Dresses,27 Dresses,0,2008,\N,111,30000000.0,27442040.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0989000,movie,In Search of a Midnight Kiss,In Search of a Midnight Kiss,0,2007,\N,90,25000.0,13385.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0989757,movie,Dear John,Dear John,0,2010,\N,108,25000000.0,30468614.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0992911,movie,Flash Point,Dou fo sin,0,2007,\N,88,8000000.0,3271.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0993842,movie,Hanna,Hanna,0,2011,\N,111,30000000.0,12370549.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,100000000.0,18361578.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0995039,movie,Ghost Town,Ghost Town,0,2008,\N,102,20000000.0,5012315.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0995752,movie,Tashan,Tashan,0,2008,\N,120,8247000.0,301226.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0999913,movie,Straw Dogs,Straw Dogs,0,2011,\N,110,25000000.0,5123760.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1000774,movie,Sex and the City,Sex and the City,0,2008,\N,145,65000000.0,56848056.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1001508,movie,Hes Just Not That Into You,Hes Just Not That Into You,0,2009,\N,129,40000000.0,27785487.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
